"name","firstName","firstLast","organization","title","text","gender","likelyRace","likelyRaceProb","ticker","date","quarter"
"operator","Operator","NA NA",NA,NA," Welcome to today's WWE teleconference entitled the second quarter 2007 earnings release. (OPERATOR INSTRUCTIONS) I will now turn the call over to Mr. Michael Weitz. Mr. Weitz, you may now begin.",NA,NA,NA,"WWE","2-Aug-07","Q2"
"michael weitz","Michael","michael weitz","World Wrestling Entertainment Inc,","VP of IR"," Thank you, and good morning, everyone. Welcome to World Wrestling Entertainment's second quarter 2007 earnings conference call. Joining me for today's discussion are Linda McMahon, our CEO, Michael Sileck, our COO, and Frank Serpe, our CFO. We issued our earnings release earlier this morning and will be referencing a presentation as part of our discussion. These are available on our corporate website at corporate.wwe.com. We will be making several forward-looking statements today as part of our discussion. These statements are based on management's estimates. Actual results may differ due to numerous factors, which are referenced on page one of the presentation and in our earnings release. Today, we will review our financial results for the second quarter and will follow this review with a Q&amp;A session. At this time, I would like to turn the call over to Linda.","male","meanwhite",94.363,"WWE","2-Aug-07","Q2"
"linda mcmahon","Linda","linda mcmahon","World Wrestling Entertainment Inc.","CEO"," Thanks, Michael. And I reiterate Michael's good morning to everyone. During the second quarter our core businesses continued to perform well and delivered an impressive 15% growth in revenue. That growth drew strength from all of our business units, with every one of them posting increased revenue. The quarter was highlighted by the performance of WrestleMania, which set WWE records for both Pay-Per-View buys and ticket sales. We believe that the success of WrestleMania demonstrates our ability to create content with broad appeal. During the quarter, our net income was adversely impacted by an impairment charge related to our feature film, The Condemned. As a consequence, our financial results do not reflect the favorable trends underlying our performance and the true strength of our business. In the future, we expect to leverage this momentum, distributing our content in new and innovative ways. This includes exploiting our internet and mobile platforms and driving growth and profits over the long term. Before turning the call over to Mike Sileck, I would like to take a few moments to address the tragedy involving Chris Benoit and his family. All of us at WWE were both stunned and saddened by this horrific event. There has been rampant speculation in the media about the role of steroids and our Company's position on steroids as a contributor or cause of these events. To be clear, our talent is a critical part of our success and our health and well being is important to us, both personally and professionally. We are committed to doing everything we can to help our performers lead healthy lives. This includes continuing our strong stance against the abuse of all drugs, including steroids. To serve this objective and to benefit the health of our talent, we implemented a wellness program in February of 2006, which includes testing for steroids. We will work to maintain it as a state-of-the-art program. We are grateful for our fans and business partners who understand that Chris Benoit's actions are not representative of the men and women who perform for the WWE. The continuing support of our fans and business partners is evident in our live event attendance and the sales of our consumer products, which have remained strong, even in the face of this tragedy. Going forward, we remain steadfastly committed to ensuring the health of our talent, as we pursue our mission of creating compelling characters and story lines. I will now turn the call over to Mike Sileck, who will provide some additional perspective from the quarter and update you on some of our strategic initiatives.","female","meanwhite",92.947,"WWE","2-Aug-07","Q2"
"mike sileck","Mike","mike sileck","World Wrestling Entertainment Inc.","COO"," Thank you, Linda. I would like to start by sharing my perspective on our company's progress. We posted a strong 15% increase in revenue, which was led by the solid growth of our live events business. Here our success continues to demonstrate the increasing popularity of our talent and their characters worldwide. As Linda mentioned, most of our fundamental operating metrics continued to improve during the quarter. In addition to sustaining the momentum in our core businesses, we continued to make important progress on our digital media initiatives. Specifically, we achieved a 59% increase in revenue from the distribution of mobile content and the expansion of our online advertising sales. As a reminder, in March we completed an important distribution agreement with AT&amp;T Mobile. Under this deal, we make ring tones, graphics and video content available to AT&amp;T's domestic cellular phone customers. With access to AT&amp;T's 60 million subscribers in the U.S., the new partnership establishes a sizeable customer base for our mobile products. During the quarter, we also signed additional deals in North America, representing a base of approximately 12 million subscribers. Our online advertising revenue increased 33% to $2.6 million, benefiting from a 31% increase in traffic to our website, www.wwe.com, which attracted an average of 20.3 million new visitors per month for the quarter. The explosive story line involving Mr. McMahon ignited record peaks in traffic to the site. The peaks proved that we can drive traffic and page views by creating unique web content that builds on our television story lines. Notably, we continue to attract advertisers, who are now part of our developing sales pipeline. As demand builds across our businesses, management has placed a high priority on improving the performance of our Pay-Per-View business. We recognize that, aside from WrestleMania, our Pay-Per-View buys have not kept pace with the growth in our other product offerings. To concentrate our creative and promotional efforts, we reduced the number of events in our 2007 schedule, eliminating the December ECW event, December to Dismember. We are now intensifying our focus on developing content with broader appeal and strengthening our marketing activities. We believe that by creating more compelling story lines that generate the unique buzz that only WWE can deliver, we can increase the level of our Pay-Per-View buys over time. As Linda mentioned, our profits included the adverse impact of film impairment. As a result, our earnings do not mirror the growth in our revenue and key operating metrics. We are endeavoring to reduce the risk associated with our film business. Looking ahead, we expect to maintain a more conservative approach to films, with a greater emphasis on direct-to-video projects. Overall, we remain excited about the positive momentum and growth opportunities developing across our businesses. At this point, I will turn the call over to Frank Serpe to review our financial performance for the quarter. Frank?","male","meanwhite",81.55,"WWE","2-Aug-07","Q2"
"frank serpe","Frank","frank serpe","World Wrestling Entertainment Inc.","CFO"," Thank you, Mike. Revenue for the quarter was approximately $138 million, representing a 15% increase over the second quarter last year. Our top line growth was lead by our live events, television distribution, home video and licensing businesses. As previously mentioned, a strong growth in the quarter was mitigated by a $15.7 million impairment charge associated with our feature film, The Condemned. Excluding the impact of this charge, gross profit and operating income increased by 14 and 19% respectively over the prior year. Page five of our presentation lists revenue and profit contribution by business unit as compared to the prior year. Revenue from live events, including merchandise sales at these events, increased by $5 million, or 17%, led by the expansion in our international touring. This quarter's results include 26 international events, as compared to 17 last year, generating $3 million in additional revenue. For the remainder of the year, our plan calls for 40 additional international events, compared to 33 events in the comparable period last year. Our North American events also contributed to the growth in revenue. For the quarter, with average attendance increasing 19% to 6,900 fans. Revenues from the distribution of our television programming increased 50%, or $3 million, primarily due to the rights fees associated with our ECW telecast, which began airing in June of last year. Increased rights fees from international distribution also contributed to the year-over-year growth. Turning to Pay-Per-View events, revenues for the quarter increased 4% for the second- - over the second quarter last year. Revenue reflected 24% increase in buys for WrestleMania and a 14% domestic price increase for our non-WrestleMania events of $5.00. That was implemented last June. These factors were partially offset by a 20% decline in buys for our non-WrestleMania Pay-Per-View events in the quarter. As Mike mentioned earlier, we are working to address this challenge. In our consumer products segment, our home video business realized a 22% increase in revenue, to nearly $50 million. The growth reflected the shipment of 1 million DVD units in the quarter, which was 5% above the prior year period. Shipments of our WrestleMania 23 release exceeded 300,000 units and was comparable to the performance of WrestleMania 22 in the same period last year. Approximately 20% of the overall home video revenue growth came from international licensing agreements, particularly in the U.K. and France. During the period, home video's profit margin benefited from lower production expenses and higher sell through rates than last year. Our licensing revenue increased 48% to $2.5 million, or $2.5 million over the prior year quarter, led by strong sales of our toy and apparel products. The majority of this growth came from domestic sales of our action figures and tee shirts. Increased licensing revenue from our international partners also contributed to the year-over-year growth. Our digital media center- - our digital media segment, comprised of online advertising, ecommerce and mobile businesses, delivered combined revenue growth of 30%, compared to the year-ago period. Growth in this segment was driven primarily by our mobile business, including the impact of our new agreement with AT&amp;T Mobile. The quarter also saw increases in our online advertising and ecommerce businesses. For the quarter, online advertising revenues increased 33%, reflecting a comparable increase in traffic to our wwe.com website, which reached an average of 20.3 million unique visitors per month. Online sales of merchandise saw a 5% increase in the average size of our orders to $51, and a 3% increase in the overall number of orders processed in the period. Included in other on page five of our presentation is our WWE 24/7 Video on Demand business, whose revenue has more than, has doubled to $1.3 million, compared to the prior year. The increase is attributable to increases in subscribers from, primarily from Comcast, as well as recent launches on Cablevision and Charter. WWE 24/7 is now available to over 75% of the VOD-enabled domestic cable subscribers. Our profit contribution margin for the period was 27%. Excluding the impact of the film impairment charge, our profit margin would have been 38% on a par with the second quarter of last year. Improved margins from live events, digital media and home video were offset by increases in Pay-Per-View and television production costs. These costs stemmed from the staging of WrestleMania 23 in a large outdoor stadium, increased promotion for that event, and from producing four television shows from international locations, compared to only two such events in the prior year. For the quarter, we reported operating income of $9.7 million. Including the impact- - excluding the impact of the film impairment, operating income increased 19% to $25.4 million. SG&amp;A expenses increased 9%, or approximately $2 million, primarily due to increases in staff-related expenses. Page 14 of our presentation compares year-over-year results and provides a summary of changes by businesses. Page 15 of the presentation contains our balance sheet, which remains strong. On June 30th, we held $266 million in cash and short term investments, with virtually no debt. As of the quarter end, we had $39 million in feature film production assets. As we have stated in past calls, these assets will be amortized in accordance with generally accepted accounting principles on a pro rata basis as revenues are recognized. We expect to begin recognizing revenue from our feature films in the third quarter of this year. For the current quarter, we generated free cash flow of $23 million, as compared to a deficit of $900,000 in the prior year. The improvement reflects increased cash from operations, including reduced cash requirements associated with the Company's investment in feature films. That concludes this portion of our call and I will now turn it back to Michael.","male","meanwhite",86.855,"WWE","2-Aug-07","Q2"
"michael weitz","Michael","michael weitz","World Wrestling Entertainment Inc,","VP of IR"," Thanks, Frank. Operator, we're ready now. Please open the lines for questions.Questions and Answers","male","meanwhite",94.363,"WWE","2-Aug-07","Q2"
"operator","Operator","NA NA",NA,NA," (OPERATOR INSTRUCTIONS) We will take our first question from the site of Michael Kelman from Susquehanna Financial Group. You may begin.",NA,NA,NA,"WWE","2-Aug-07","Q2"
"michael kelman","Michael","michael kelman","Susquehanna Financial Group","Analyst"," Thanks. Good morning. I have two questions for you. First, with regards to TV rights fees. This quarter's results were up significantly, even on a sequential basis. So, I was just trying to get an understanding of what was the main driver for this, if there was any one-time event outside of the Sci-Fi carrying ECW. And the second question is with regard to Pay-Per-View margins. Could you dig a little deeper into that, help us understand why margins were down significantly? Whether it was an increased investment in marketing as well? And whether or not you're going to have to continue to step up your marketing efforts, given the competitive environment in that business?","male","meanwhite",94.363,"WWE","2-Aug-07","Q2"
"mike sileck","Mike","mike sileck","World Wrestling Entertainment Inc.","COO"," As far as the rights fees go, the primarily item in there, as you mentioned, is ECW. That was in for the entire quarter. If you look back for last year it was only, ECW only aired for I believe three weeks in the prior year quarter. So, the big mover there certainly is ECW. There were some renewals on international, but that was to a much less degree. And we had a couple of specials on USA, which also brought in additional rights fees. As far as the production costs go, a significant portion of that was simply attributable to the venue that we play. In doing an outdoor facility, such as Ford Field, things need to be constructed over the ring, trusses need to be put up to support lights and things of that nature. The sets need to be larger, because the physical space they occupy is much larger than it would be in an indoor arena. And the amount of time required to set up and dismantle is significantly greater. So, there's more cost for free lance, for the crew and keeping them in hotels for maybe double the length of time we would normally do. We don't envision that being an ongoing, unless we wind up in similar situations with additional outdoor arenas. As far as the promotion goes, I think that was because of the nature of the event. We did in fact spend a little more promoting WrestleMania than we might have in other years. But, we thought, you know, the feeling was it turned out to be the case, judging by the buys, that we did in fact have an event worthy of making additional investment. Not something I believe that we would plan on doing to the same degree going forward.","male","meanwhite",81.55,"WWE","2-Aug-07","Q2"
"michael kelman","Michael","michael kelman","Susquehanna Financial Group","Analyst"," Okay, great. Thank you.","male","meanwhite",94.363,"WWE","2-Aug-07","Q2"
