"name","firstName","firstLast","organization","title","text","gender","likelyRace","likelyRaceProb","ticker","date","quarter"
"operator","Operator","NA NA",NA,NA," Good day and welcome to today's WWE fourth quarter financial earnings teleconference. I would like to turn the program over to Michele Goldstein, Vice President of Financial Planning and Investor Relations. Go ahead, please.",NA,NA,NA,"WWE","22-Jun-04","Q4"
"michele goldstein","Michele","michele goldstein","World Wrestling Entertainment Inc.","VP Planning and Investor Relations"," Hello and welcome to the World Wrestling Entertainment's year-end conference call. My name is Michele Goldstein. I'm the Vice-President of Planning and Investor Relations here at WWE. With me here today is our CEO Linda McMahon and our CFO Phil Livingston. We issued our earnings release at the close of business yesterday, and will be referencing a presentation as part of this discuss. Both are available on our Investor's Relations website at corporate.wwe.com As a reminder, we will be making forward-looking statements today based upon management's estimates. Actual results will differ due to numerous factors as called out in page one of the presentation. So the format of today's call will be as follows. We're going to review our operating highlights, fourth quarter results and the outlook for 2005 and follow it up with Q&amp;A. On page 3 of the presentation we have summarized our financial results. Fourth quarter, revenues of 127 million are up 20% compared to the prior year fourth quarter. EBITDA up 36 million, compared to 16 million. And earnings per share from continuing operations up 30 cents compared to 9 cents last year. I just want to quickly note that there were several unusual items that impacted comparability of both of these periods, and those are called out on the bottom of the page as footnotes. Those include some legal settlements, as well as a comment about Pay Per View events. So at this time I would like to hand it over to Linda McMahon.","female","meanwhite",94.8575,"WWE","22-Jun-04","Q4"
"linda mcmahon","Linda","linda mcmahon","World Wrestling Entertainment Inc.","CEO, Director"," Thank you Michelle, good morning, everyone. Let me just give you little bit of a recap of some of the things that we've been doing at WWE, which I think sets the stage a little bit to talk about our operational highlights. If you are looking at the presentation, I'll sort of begin on page 4. Over the past couple of years, as you've heard me state in different conference calls, and also in road trip presentations and conversations, we undertook really an unprecedented step within our company to divide our brands into our Raw and SmackDown! brands. Raw being the shows that air on Monday nights On Spike TV with one group of talent, and SmackDown! which airs on UPN on Thursday nights with a separate group of talent. So the primary differentiation between the two brands is really the talent roster. We under undertook this split to compete with our sales to provide additional opportunities for new Pay Per Views, to provide opportunities for us to travel more outside of the United States via international touring. So the brand separation, while we did have some hiccups at first, we understood that we were going to take a couple of steps backwards to move a couple of steps forwards was that we had to change viewing habits for our viewers who were accustomed to watching all of their stars either on Monday night or Thursday night, and now had to re-educate them that there was a certain group of talent to watch on Monday night, and then an additional group to watch on Thursday night. Which meant new story lines, which meant new followings, and really we had to make everyone aware of that. Also following was how do to then live events follow that pattern? Well live events of course were Raw or SmackDown! and so therefore we dealt with the same issues. I think that we have pretty much stabilized that. We are still dealing a bit with a softness in our domestic live events. But if you will look on page 40, you will see that we did 87 events occurred during this quarter as opposed to 74 events last year. And we clearly upped our international from 12 to 5. That is a direct result of being able to have the brands split. And it's very important for us on our international touring right now, because our live events on an international basis are clearly more profitable. 165,000 profit contribution on an international event compared to currently approximately 41,500 for a domestic event. So we are looking to grow our international presence, and with a new strategy as we move into '05. How that's going to to work is this: Instead of simply going into the marketplace on an international basis and touring, and then not returning to the marketplace for a while, we are actually in October in an unprecedented move going to tour both the Raw and the Smack Down! groups. And produce our television from the UK. Just as we are doing here in the United States. We will have satellite tours for the RAW brand, four or five events, we will have satellite tours for the SmackDown! about approximately the same number. They will culminate in Manchester England it's approximately October 11 and 12 for the television shows. The reason that this strategy is because we will return to the marketplace in six months to repeat this same process. Whereby we're bringing television as well as live events. The goal there is our licensees will be able to have a showcase. Our fans in the UK will now be part of the television show. Instead of just watching the television show and seeing fans from the United States come, hold their signs, participate in the event, those fans are now going to become part of the show that they are watching in the UK. We expect this to drive, therefore licensing, merchandise sales, better relationships, of course with our retail partners, and producing greater Pay Per View events in those markets as well. In addition, we will, in between those six-month periods, then travel to the Pacific rim, where we will introduce our television and touring shows. As well, with the same process. And that after we have a couple of these tours under our belt, we will then begin on a regular basis once a quarter to produce television and satellite tours outside the United States. I think this is going to result in very good growth for our international marketplace, and we will see all of those ancillary businesses grow. Moving a little bit more then into Pay Per View. We had a very good solid Pay Per View year. We had 12 Pay Per View events, and because now of the brand split we are going to add this year. One is coming up actually this Sunday, the Great American Bash. Another one is scheduled for October. One will be the SmackDown! brand. That's the one coming up this Sunday, and the one in October will be the Raw brand. We had great results this year from WrestleMania 20. Record results. We delivered approximately 885,000 buys at approximately $50, and I think Hollywood would love to have an opening weekend of one night of over $45 million gross. It was just a phenomenal Pay Per View event. We are looking to really focus on WrestleMania 21, which is going to be held in Los Angeles next near in April, but we'll see if those results are the same. We're certainly going to put a focus and press towards that, and we'll be hopeful of those same kind of results. One thing to note in this quarter is that we did have Royal Rumble, which in last year's same quarter was a part of the third quarter, and not reported in the fourth quarter. So that did skew the results a little bit for this fourth quarter. Our television programming we're producing the same number of hours. Nine hours of television every single week. That's -- it's a fair amount of television for us to produce. We're looking to target a little younger age group by moving two of our late night programs that were two hours on Saturday night, we've now moved one to Sunday on Spike TV. That's at 10:00, and that's now called the WWE Experience. It's hosted by Todd Grisham and our diva, Ivory. And the median age for this particular program is 28 versus Raw and SmackDown!'s median age of 32. So we are looking to really build in a younger based audience. I think you can see that our ratings have stabilized. That's always a good sign for us. And both our RAW and SmackDown! ratings, we were looking at about 3.9 for rating on Raw and 3.3 rating on SmackDown!. So we're glad to see our ratings have stabilized over the past year. And as all of you know, television really is the key driver of introducing our product into the marketplace. Our fans are able to follow our story lines through our television programs, identify with their particular stars, have their favorites, buy their merchandise, et cetera. And television also drives, then our Pay Per View sales. On branded merchandise this year, we had an outstanding year, especially in our home video sales. We were up about $8 million for the quarter for our home video sales. DVD coming very strong into the marketplace now, replacing more of the VHS. WrestleMania 20 sold in at 114,000 units. That went on sale April 27th, and the Monday Night War sold in 118,000 units. That went on sale in February. Other current releases of our Pay Per View titles are also doing very well. We have been strengthening in order to continue to grow our branded merchandise segment. Really strengthening our relationship with our retailers. In spite of some doors closing last year, which was, you know within K-Mart and KB Toys we have really strengthened our relationship with Wal-Mart. I think part of that was a result of our Wrestle Mania 20, Road to WrestleMania Tour. We stopped at over 30 Wal-Mart locations. We had about 10,000 consumers that were drawn to those stores. So we continued to do promotions, we can have in store appearances to to drive the sale of our merchandise at our retailers. In addition, on Jakks our toy licensee launched a new product line of past and present superstars that are rich in history. This is really capitalizing, if you will, on the nostalgia phase I think that you'll see not only in different television programs, not only ours, but also in other toy lines. So we're pleased, also, to announce that we are actually re-signing, if you will, some of the stars from yesteryear to promote and release merchandise items on them as well as our videos. Phil will probably note as well on his presentation that we did have one licensing agent commission of almost $8 million. Which we have been accruing, which we've now taken into income in this quarter. One other part on that branded merchandise, we did successfully launch our auction site in May, and worked about 40,000 visitors per day. We actually had a Cain autograph mask that sold for about $1,000. That has been our highest item so far, but the auction site is coming from -- the items are collected at our live events. For instance if Mick Foley hits someone on the head with a chair, and autographs the chair, then we are auctioning that off on our site. And so those items are going very well. So we're pleased to have that new launch. Now I'm glowing to turn it over to Phil a little bit to talk about the actual numbers. Then then we'll come back and talk a little about our launches and our initiatives going forward, which would include our 24/7 SVOD project. How to monetize our library, et cetera. But let me let him give you the numbers before we go into that, and then we'll answer some questions.","female","meanwhite",92.947,"WWE","22-Jun-04","Q4"
"phil livingston","Phil","phil livingston","World Wrestling Entertainment Inc.","CFO, Director"," Okay thanks Linda and Michelle. Well financially and operationally we ended a really good year with a great quarter. We owe a lot of thanks to our talented employees for their performance during the whole year. It was a terrific year. I'm looking at page 9. And as you'll see on page nine in Q4 revenue was up 20% over the prior year, reaching $127 million. While 8% of that growth came from having four Pay Per Views versus three in the prior year, we still had higher organic revenue and performance of the period. The two key drivers were the success of WrestleMania 20, and our home video business as Linda discussed. Our home video business did 11million in revenue in the fourth quarter alone, versus 3 million the prior year. There were some terrific titles and great new distribution fueled especially by the addition of Wal-Mart to our distribution channel. Our Pay Per View business did $43.7 million versus 31.8 last year. Fourth quarter EBITDA increased much more than revenue. In addition to the earnings impact of the events I already discussed, we had one unusual favorable item in the quarter, that being the reversal of the accrued cost associated with our licensing programs, long standing contractual arrangements between WWE and a licensing agent has been in dispute for a number of years. But based on recent developments in the case it was no longer probable that we will have to pay those costs and therefore we have reversed the accrual. We have disclosed this and talked about this at length in our 10-Q's over the past year. Also a large one time benefit in the quarter, it will also be reflected in better margins in future periods as a result of lower cost. Any page 11 you'll see our regular attempt to normalize our operating performance. We adjust for the timing of certain events from quarter to quarter, and show any unusual items. We provide the details of those items so that investors can make their own judgments about the quality of earnings in the period, and the relative performance versus the prior year. You're encouraged to make your own decisions and analysis, but as we see it, normalized EBITDA to 23 million in the quarter up 24%. Full year EBITDA reached 72 million, versus 44 last year, up a terrific 62%. Page 12 provides additional detail about our margins and SG&amp;A costs. Most of what is here is self-explanatory, but I would note here the point about stock compensation costs, including 1.1 million the quarter as a result of accelerated vesting on last year's restricted stock grants. The company exceeded the 65 million target that was set when those restricted stock grants were made, and thus the stock was fully vested in and the expense was taken. I think it's important for investors to know, and I think the incentive works in a big way. The accelerated vesting targets on the new stock grants that were made this year by our board of direct is $100 million of EBITDA. A good and achievable goal in the long of term. The balance sheet remains strong with $273 million in cash, and very little debt. Our cash flow statement, on page 15, boils down to a pretty simple story for the year. We generated $62 million in cash from operations, and used that cash to pay off a $20 million lease on our corporate jet, pay $30 million back to shareholders in the form of dividends and share repurchases, and spent about $10 million on capex and film libraries. That left our cash in about the same position as it was last year at this time. During the quarter, our board approved an increase in our quarterly dividends of six cents per share, up 50% from the prior prior rate of 4 cents a share. I will remind everybody that our stated policy is to try to pay out about 40% of our projected cash flow in the form of dividends. Now let's turn the to the important issue of our outlook for fiscal '05. And I've had many calls from investors over the last night and this morning about our press release and our outlook for '05. I think for a company of size and uniqueness, it's important for us to provide additional information to allow investors to assess our earnings outlook. Part of the this is information about our key drivers in our business and how that translates into financial performance. For fiscal '05, we're projecting about the same level of key driver performance as we experienced in fiscal '04. TV ratings, Pay Per View buys, and live events attendance are all expected to be pretty steady year-over-year. This translates into guidance for total revenue of 345 to 365 million. Operating income of 48 million to 53 million, and EPS of 46 to 50 cents a share. Now, many of you are new to the WWE story and haven't been following us and so I want to give a little more depth here. And we'll provide a little more information this year. We're also providing our budgeted EBITDA, and we're very much EBITDA oriented in our processes here. Budgeted EBITDA of 66 million, and we're providing the EBITDA level of which management is paid target bonuses. That target is 68 million. While the guidance we give indicates slightly lower profitability than we achieved '04, we'll be striving to beat that guidance as we did in last year. In fiscal '04 was an effective management tool that set a conservative budget, and incent the team to deliver higher results. I really want to remind investors that last year at this time we gave EBITDA guidance of $40 to $45 million. And ended up delivering $72 million of normalized EBITDA. We hope to do the same thing in fiscal '05. Be don't warned want to overpromise and underdeliver. That's not our style. Maybe we set the bar a little too low this year, but we really don't know yet. And we'll update the guidance every quarter as we did last year. And we remain bullish about our growth prospects. There's no big message here on the guidance and people should not read -- this is the style we used last year. It worked very effectively, and it's a combination of internal management and external communication. But we remain bullish about our growth prospects. Our international strategy is increasing the number of live events abroad, improving our foreign TV distribution agreements. And is starting to produce TV shows outside of North America to drive licensing and branded merchandise, is positive and we remain bullish about it. And the other legs of our growth strategy is exploiting our video library, and producing a number of feature films also present substantial opportunities on the upside. So with that, we'll turn it to Linda. Do you have any more comments you want to add before we open it up for questions?","male","meanwhite",77.1395,"WWE","22-Jun-04","Q4"
"linda mcmahon","Linda","linda mcmahon","World Wrestling Entertainment Inc.","CEO, Director"," I just think I'd to comment now on a couple of our initiatives. You did reference monetizing the library. In March of this year we introduced our 24/7 SVOD initiative. That the ability for us to turn the 75,000 hours of library that we have into a subscription video model to utilize that library more for more DVD's, to be released. I think we've proven with the Ric Flair video that we released this year that has sold over 114,000 units at this particular time that there is a clear value in that library. Though Ric Flair is a current superstar for us, our acquisition of the WCW library then made a full career history possible with Ric Flair. And then I think next week Ric Flair's book comes out, his biography comes out. So we've capitalized on utilizing the library, as well as in driving that through other merchandise streams. The SVOD is clearly is going to give us the opportunity to reintroduce as I mentioned before some of the superstars of old. The Chief Jay Strongbows, the Bruno Sammartinos, Pat Patterson, and others, who will come back and do ins and outs on these programs. This is classic footage that has not been really ever seen in this particular format. We not only have our WWE library, but we did acquire WCW's, ECW's, AWA, and there are probably a couple that we have targeted that we will bring in for this utilization. But very exciting abut about this new business opportunity to reach out to our fans on on a nostalgic level, because we've jealously guarded this library. And now we have the opportunity to roll it out. We are in the process now of meeting with MSO's. We've hired the staff that has developed this business plan. That is now what we are calling cleaning all of the footage. So that all the rights are preserved in that footage. providing the right metadata to the cable systems. And once this footage is cleaned and ready to go for SVOD, it is also then ready for our own internet subscription model. The internet also will grow into having more revenue opportunities not only just in advertising growth now, but also with fantasy games, with interactive television components, all of which we expect to roll out the Fall of this year. So those are pretty exciting initiatives for us relative to our films. As I have discussed, we do have a film office in L.A. Our approach to film production is very conservative. We have two films that are currently in the preliminary stages of production. As a matter of fact, the President of our WWE Films Office is in Australia as we speak scouting for sites to produce the two movies that will be in production before the end of this calendar year. And verbal agreements with studio pickups are in place, and we will announce those when the final contracts are signed. So we're very excited about these two projects. Conservative budgets of the total for the two movies of about $20 million to $22 million, and that it will be on the basis of we don't go forward with production until we have studio green light. So that's we the way we are moving. We think these are going to be good action adventures one. An action adventure and one's a horror movie. And we look forward to that production. So I think that with those initiative we're happy to answer your questions.","female","meanwhite",92.947,"WWE","22-Jun-04","Q4"
"phil livingston","Phil","phil livingston","World Wrestling Entertainment Inc.","CFO, Director"," Operator, do you to open the line to questions?Questions and Answers","male","meanwhite",77.1395,"WWE","22-Jun-04","Q4"
"operator","Operator","NA NA",NA,NA," Yes, sir. At this time, if you would like to ask a question or make a comment you may press star and 1 on your touch-tone phone. Once again to ask a question or make a comment, please press star and 1 on your touch-tone. To withdraw your question or comment at any time you may press the pound sign. We'll pause for one moment while participants register for questions. Thank you. At this time, I would like to question from Robert Bruce at [Texas Lycroder]. Go ahead please.",NA,NA,NA,"WWE","22-Jun-04","Q4"
"robert bruce","Robert","robert bruce","Texas Lycroder","Analyst"," Yeah good morning, a few quick questions. Obviously, you know, fiscal 2004, the numbers came in better than expected, everything looks like it's an uptick with the exception of live event attendance, which it looks like you're looking to rectify that going forward. In terms of your guidance, I think you've explained you would rather set the bar low rather than overpromise and underdeliver. But still in terms of the company's capitalization and other issues, I'm wondering if you could give us a little bit of a sense as to, I mean right now you're sitting on approximately $272 million in cash and short term investments with no debt. Which makes your cost of capital equal to your cost of equity. Which obviously reduces the net present value of the company. I'm wondering I know you pay a dividend already, you just increased it 50%. But it looks like you have a lot of room to go if you were so if you were so inclined in terms of either a one time dividend or an increase in the regular dividend to kind of give back some of that cash to existing shareholders. If management can't find another place to put it where it can generate that return on equity that people are looking for. I'm wondering if you could comment a little bit on that? And second, obviously we've seen it with Lyon's gate we've seen it MGM that the home video revolution is really taking off on the DVD side. You have a very unique library that is minable and seems to be doing well. I wondering if you could give us a little bit more of an update in terms of how many total titles have out in the marketplace out at the moment? How many titles you think you could have out on the DVD format by the end of the year? And given the growth that we've seen in Q4, how big of a potential contributor to overall operating income could the home video opportunity be for you going forward? Given the number of libraries that you currently own and those that you're probably looking at?","male","meanwhite",85.9305,"WWE","22-Jun-04","Q4"
"linda mcmahon","Linda","linda mcmahon","World Wrestling Entertainment Inc.","CEO, Director"," Robert, let me address the second part of your question, then I'll let Phil address the first part. Relative to how many titles we have in the marketplace at the current time, you know, I really couldn't take a total guess. But let me tell you what we are doing on a current basis. And that obviously is we released a video of all of our Pay Per View events. We will have approximately -- which will be 14 for this year. We'll have approximately 6 bios, and another 2, 3, or 4, you know, that are, you know, like the best tag team matches, that sort of thing. Those are those specific titles. We are reducing slightly the number of videos we're releasing this year only because we believe we can go a better job promoting and marketing maybe 4 to 6, maybe 8 fewer titles than we did last year. And that the results will be as good or better, but, you know, we took down our budget number a bit, because just to account for the sheer economics that we had reduced the titles. But we think that with the right marketing and promotion we will continue to drive through those sales. As we introduce more of our product via SVOD, there will be a concerted effort to have, you know, a marketing plan that will launch new merchandise products with our, you know, stars of yesteryear that will also give us the ability to release DVD titles that we don't have a projected number in this upcoming fiscal year of those, other than the ones I've already mentioned. So on a going forward basis, we release probably 20 titles. That will be kind of a rough number on an average basis. We've been doing this now a few years. The library that the catalog, if you will, that is in the UK has been quite extensive, but was reduced with the Worldwide Fund For Nature. We had to take some of those titles out. So we've had some issues that we've lad to take titles out, clean them up, and re-release them. So we're in the process of doing all of that. And we're very bullish on our home video and DVD market.","female","meanwhite",92.947,"WWE","22-Jun-04","Q4"
"phil livingston","Phil","phil livingston","World Wrestling Entertainment Inc.","CFO, Director"," I would just add to kind of echo Linda's comment about focusing our promo- what we really found over the past six months months --how powerful-well we kind of always knew our promotional engine was. But we really focuses it on home video this past year. And Vince feels like that we ought to focus on a slightly smaller number of titles that we'd do an even better job at home video. Turn the promotional machine onto a slightly smaller number of new releases. So that's our strategy there. But we're super bullish on the home video business in total, and kind of in conjunction with the SVOD product and all, it's a great monetization of the library. On your question of cash and special dividends, Robert, I think you should look at our track record for the past year as you know we implemented a dividend as soon as the tax law changed on a dividend tax treatment of dividends. We've increased our dividend after we had a -- after the year turned out better, even generated more free cash flow than we expected. Last year we increased it quickly. And the other -- and the other thing we did this past year, we did buy back $20 million of stock where we were it opportunistically appeared to us. And we would definitely be in that mode again if the opportunity presented itself. And the main thing I want to tell you, also this past year, I paid down every piece of debt that I could find around here. Whether it was a lease, or a debt that was outstanding. I paid off off all the debt that I could possibly pay off without prepayment penalties of any substance. So we're at a point where we have to continue to be rational. I think the thing I want to tell you is, we'll be rational if our cash begins too to file pile up now that we've used it to the extent we can. We'll be rational, and the idea of a special dividend is an idea that has been kicked around and thought about, And we would be open to it if that was the most rational use of our cash. We obviously don't need too big of a cash hoard. So that would be my answer to your question. Operator do you want to open it to the next question?","male","meanwhite",77.1395,"WWE","22-Jun-04","Q4"
