"name","firstName","firstLast","organization","title","text","gender","likelyRace","likelyRaceProb","ticker","date","quarter"
"operator","Operator","NA NA",NA,NA," Good morning. My name is Casey and I will be your conference operator today. At this time I would like to welcome everyone to the WWE first-quarter earnings call. All lines have been placed on mute to prevent any background noise. After the speakers' remarks there will a question and answer session. (Operator Instructions.) Thank you.  I would now like to turn the call over to your host, Mr. Michael Weitz, Senior Vice President of Investor Relations. Sir, you may begin your conference.",NA,NA,NA,"WWE","6-May-10","Q1"
"michael weitz","Michael","michael weitz","World Wrestling EntertainmentInc.","SVP, IR"," Thank you and good morning, everyone. Welcome to World Wrestling Entertainment's first-quarter 2010 earnings conference call. Joining me for today's discussion are Vince McMahon, our Chairman and CEO, Donna Goldsmith, our COO, and George Barrios, our CFO.  We issued our earnings release earlier this morning and will be referencing a presentation as part of our discussion. These are available on our corporate website at corporate.wwe.com. We will be making several forward-looking statements today as part of our discussion. These statements are based on management's estimates. Actual results may differ due to numerous factors which are referenced on page one of the presentation.  These risks and uncertainties are discussed in more detail in our filings with the SEC. Reconciliations for non-GAAP financial information discussed on this call can be found in our Earnings Release or on our website.  Today we will review our financial results for the first quarter and will follow this review with a Q&amp;A session. At this time, it's my privilege to turn the call over Vince.","male","meanwhite",94.363,"WWE","6-May-10","Q1"
"vince mcmahon","Vince","vince mcmahon","World Wrestling EntertainmentInc.","Chairman, CEO"," Good morning, everyone. I think the most important thing to realize, the most important thing that we would be proud of here at WWE is that we achieved our highest profit margin, EBITDA margin of -- in recent history, which is 24%. Not bad.  Notwithstanding that, as far as this quarter is concerned, when we consider WrestleMania, we had $13 million in profits, which is okay. And for WrestleMania, it's down about 12% from last year, which I think is more due to more of a communal viewing habit, much like Super Bowl parties. And in addition to that, I guess maybe the bottom line is as far as the attraction is concerned, maybe it wasn't exactly what everyone wanted to see. Nonetheless, the brand remains very, very strong and its profit contribution very strong as well.  One of the things I'd like to make mention of today is our television platform, especially on SmackDown. Raw has been a staple of WB for many, many years across not just here in North America with the USA Network but, quite frankly, it's been our lead program all over the globe. Now that SmackDown, as we just secured a multi-year deal with the Syfy Network also under the NBCU umbrella as is Monday Night Raw's USA Network, the two of them together are going to be very, very complementary on the same NBCU platforms. The cross promotion will be extraordinary.  And again, likewise SmackDown moving from a MyNet broadcast situation into a very secure and non-preemptive time, Friday night at 8 o'clock Eastern, is very, very big for us. Because we're going to drive a lot of our overall revenues, not just SmackDown specifically. And I think that in time SmackDown, hopefully, would have the same contributions as Monday Night Raw, given its consistency and, in fact, we're on a very strong cable platform of Syfy, and the cross promotion of USA, again, both owned by the NBCU conglomerate.  Internationally remains strong for us. Revenue was up about 19%, and include live event touring specifically down in Latin America which has been very strong. Mexico, specifically, very, very strong for us in terms of live attendance and pay-per-view which is now -- I think it's close, it's our second largest contributor other -- maybe it's just a little bit before, ahead or behind United Kingdom. I'm not sure.  Other than that, another really key point is the very strong launch of our toys with Mattel. This quarter you will see some mixed numbers with Mattel and our former distributor Jakks. Nevertheless, very, very strong. We were very happy about how the kick-off has been with Michelle.  And again, we look forward to achieving our same financial objectives of growth of anywhere from 15% to 20% over the longer period of time.  And now I'll turn it over to George.","male","meanwhite",84.782,"WWE","6-May-10","Q1"
"george barrios","George","george barrios","World Wrestling EntertainmentInc.","CFO"," Thanks, Vince. I'd like to start by providing you with some additional perspective on our first-quarter results. For the quarter we reported a 29% increase in revenue to $138.7 million.","male","meanHispanic",89.54,"WWE","6-May-10","Q1"
"vince mcmahon","Vince","vince mcmahon","World Wrestling EntertainmentInc.","Chairman, CEO"," Hang on. Let me correct myself. I said the launch of Michelle. It's Mattel, not Michelle. It's a little too early for me. I'm sorry, George, go ahead.","male","meanwhite",84.782,"WWE","6-May-10","Q1"
"george barrios","George","george barrios","World Wrestling EntertainmentInc.","CFO"," And more than doubled our operating income to $37.3 million. However, several items impacted the comparability of our results on a year-over-year basis. These included the timing of WrestleMania, the receipt of certain tax credits related to our television production activities, and a one-time restructuring charge in the first quarter of last year.  As a reminder, WrestleMania occurred in the first quarter of this year compared to the second quarter last year. The event contributed $28.8 million of revenues and $13.1 million of profit contribution, $8.8 million net of tax, to our results for the first quarter of 2010. In addition, we recognized $4.2 million of Connecticut state tax credits related to our investment in television production in prior periods, and as a result reduced depreciation expense by about $1.6 million.  Finally, our first-quarter results last year included a $2.2 million restructuring charge associated with a 10% reduction in headcount that occurred in January 2009. Excluding these items, adjusted operating income increased 20% to $22.6 million while revenue increased 2%. Similarly, on an adjusted basis, net income rose 25% to $14.7 million. Favorable changes in foreign exchange rates increased revenue by approximately $2.1 million in the quarter, but had a negligible impact on profits. Accordingly, changes in FX rates have not been backed out in our calculation of adjusted financial results.  Our first-quarter performance demonstrates our continued commitment to manage our costs and run the business in a smart, efficient way. We managed a 10% reduction in adjusted SG&amp;A expenses. As a result, adjusted EBITDA increased 14% to $26.1 million, and the Company achieved a profit margin based on adjusted EBITDA of 24%, representing the highest margin in our recent history.  To clarify the trends in our business, I'll discuss our performance on an adjusted basis, excluding the one-time items that I've just described. For a more detailed review of our performance in the quarter, let's turn to page five of our presentation, which was the revenue and profit contribution by business unit as compared to the prior-year quarter.  Starting with our live events, including merchandise sales at these events, revenue increased 7% on an adjusted basis. This was driven by higher average attendance at both our North American and international events. Excluding WrestleMania, average attendance at our North American events increased 20% to 7,300. This growth was partially offset by a 3% decline in average ticket prices to $32.47. Additionally, changes in our touring schedule resulted in 13 fewer events in the quarter.  Revenues from outside North America reflected a strong live event tour in Latin America, which attracted an average of 11,300 fans. This represented a 22% increase from the comparable four-event tour in the first quarter of last year.  Turing to our pay-per-view business, revenue was essentially flat for the prior year as growth from the comparable events in the quarter was offset by lower revenue from prior-period buys. Revenue generated by Royal Rumble and Elimination Chamber increased 13%, reflecting a 3% increase in buys and a $5 price increase that was implemented at the start of this year. During the quarter, we made significant progress in developing the pay-per-view market in Mexico, which became our second largest international pay-per-view market behind the UK.  WrestleMania XXVI generated $19 million in pay-per-view revenue based on approximately 885,000 buys in the quarter. Overall, the event generated over $13 million in profit contribution for the second consecutive year and demonstrates our focus in maintaining WrestleMania as our most entertaining and most profitable pay-per-view event.  Revenues from the distribution of our television programming increased by 18% or $4.5 million, reflecting the fees from the addition of our new program, WW Superstars, and contractual increases inherent in our global TV distribution agreements. During the quarter we announced a new multi-year television distribution agreement that will transition our SmackDown program to Syfy, a network of NBC Universal. Based on the terms of the deal, significant cross-platform promotional opportunities and our expanded relationship with the NBC Universal family, we view this as a very positive development for WWE.  In our consumer products segment, our licensing revenue remained relatively flat over the prior-year quarter. Increased sales of toys and novelties were offset by lower video game sales. Revenues from toys increased 16% over the prior year, in part due to the strength of our new partnership with Mattel and the successful launch of our new toy product line.  Revenues from video games, however, decreased 8%, reflecting a 12% decline in shipments to 3.9 million units. During the quarter, video game shipments associated with newer game platforms such as the Xbox 360 and the PS3 were not sufficient to offset the decline on more established platforms. Notably, our long-term plan assumes an expansion of revenue from video games that derive from the introduction of several new product extensions. For example, this includes a multi-player online game that will be launched in South Korea and China later this year.  Our home video revenue decreased 17% or $1.6 million, reflecting declines in unit shipments, lower sell-through rates, and a reduction in effective prices. Specifically, unit shipments declined 11% to 813,000 units in the quarter, while their average effective price fell $6 to $13.75, reflecting the impact of ongoing discounts and promotional activity. For the remainder of the year, we expect to realize year over year growth in this segment, with increased Blu-ray releases and strong titles.  In our magazine publishing business, revenue decreased 19% to $2.8 million, primarily due to lower circulation. Sell-through rates for WW Magazine fell to 29% versus 32% in the prior-year quarter.  In our digital media segment, revenue declined 12% or $0.8 million to $6.1 million from the prior year, led by the expiration of a key wireless contract and lower sales of online advertising.  Revenue from e-commerce was flat year over year. A 3% increase in the number of orders to approximately 62,000 was offset by a comparable decline in average sales per order to approximately $48.  During the quarter, WWE Studios recognized revenue of $3.4 million compared to $3.7 million in the prior year, with revenue in both periods primarily from our feature films, The Marine and The Condemned. Earlier last year we released our fourth feature film, 12 Rounds, and the direct-to-DVD film, The Marine 2. We do not participate in revenues generated by these films until their distribution costs are recouped by our partners. As such, we have not recorded revenues for either 12 Rounds or The Marine 2.  As of the quarter end we had approximately $43.2 million in capitalized film production costs on our balance sheet, associated with 12 Rounds, our direct-to-video releases and the initial films that are being produced under our new distribution model. The first project to be distributed under this new model is expected to be released in the third quarter of 2010. Our overall profit contribution increased slightly as the expansion of TV rights fees and the strong performance of our live events was offset by the decline from home video.  Gross profit margins remained essentially flat at 47% compared to the first quarter last year. Improved margins in our live and televised segment were facilitated by sustained cost reductions in marketing and TV productions. These factors, however, were offset by lower consumer product margin, stemming primarily from lower average prices and increased returns in our home video business.  For the quarter, adjusted SG&amp;A expenses decreased 10% to $25.8 million, reflecting declines in legal and professional fees, as well as a reduction in bad debt expense.  Page 14 of our presentation compares the quarter-over-quarter results and provides a summary of changes by business. As shown, adjusted operating income increased 20% to $22.6 million, driven by the reduction in SG&amp;A expense. Similarly, adjusted net income as referenced on page 18 increased 25% to $14.7 million, reflecting both the increase in operating income and a reduction in our effective tax rate to 33% as compared to 35% in the prior year quarter.  Page 15 of the presentation contains our balance sheet which remains strong. On March 31 we held almost $250 million in cash and investments with virtually no debt. Page 19 shows our free cash flow. For the quarter we generated approximately $38 million of free cash flow compared to about $46 million in the prior year quarter. The decrease was driven by the timing of WrestleMania, film investments and changes in working capital, including changes in the Company's tax position.  Capital expenditures for the current quarter included an infrastructure tax credit of $4.2 million. As a result, net capital receipts of $0.4 million in the quarter compared favorably to the $1.5 million in capital spending in the first quarter last year.  Looking ahead, our objective continues to be to manage the Company efficiently while capitalizing on our growth opportunities. We remain focused on maintaining our operating efficiency, leveraging our partnerships, including our deeper relationship NBC Universal, and continuing to create original, compelling content. Understanding these factors reinforces our confidence that we can achieve meaningful earnings growth of 15% to 20% over the 2009-2012 period, consistent with our previously announced business outlook.  That concludes this portion of our call and I'll now turn it back to Michael.","male","meanHispanic",89.54,"WWE","6-May-10","Q1"
"michael weitz","Michael","michael weitz","World Wrestling EntertainmentInc.","SVP, IR"," Thank you, George. Casey, we're ready now. Please open the line for questions. Questions and Answers","male","meanwhite",94.363,"WWE","6-May-10","Q1"
"operator","Operator","NA NA",NA,NA," (Operator instructions.) We'll pause for just a moment to compile the Q&amp;A roster. And your first question comes from the line of Richard Ingrassia.",NA,NA,NA,"WWE","6-May-10","Q1"
"richard ingrassia","Richard","richard ingrassia","Roth Capital","Analyst"," Thanks, good morning everybody. Vince, you mentioned maybe WrestleMania XXVI might have not been exactly what fans were looking for. Can you talk about any thinking so far, maybe, on what can be done, what options you have to make WrestleMania XXVII hit the mark?","male","meanwhite",93.697,"WWE","6-May-10","Q1"
"vince mcmahon","Vince","vince mcmahon","World Wrestling EntertainmentInc.","Chairman, CEO"," Generally speaking, always look at the attraction as the reason why something is successful or not. That's not always the answer. I think last year one of the things that helped us was the anniversary, 25th anniversary, I think, of WrestleMania, sort of a nostalgic kind of point of view. And again, it's like anything else in the content business, sometimes you're right on, sometimes you're not. This was, again, a substantial contributor to profit, at the same time not exactly what we wanted. So it's -- and the content business is one in which you're successful most of the time.  I'm not saying this was a failure, but nonetheless it didn't measure up to what we had hoped in terms of budget and not all that favorable to last year, as I mentioned, dropped down -- was down about 12%. So again, it was a good attraction. It wasn't a great attraction. And sometimes you just don't give them great attractions all the time. It's the creative process and that's the process we're in.","male","meanwhite",84.782,"WWE","6-May-10","Q1"
