"name","firstName","firstLast","organization","title","text","gender","likelyRace","likelyRaceProb","ticker","date","quarter"
"operator","Operator","NA NA",NA,NA," Good day, everyone. (OPERATOR INSTRUCTIONS). At this time, I would like to turn the program over to your host, Ms. Michele Goldstein. Go ahead, please.",NA,NA,NA,"WWE","23-Feb-05","Q3"
"michele goldstein","Michele","michele goldstein","WWE","VP, Planning &amp; IR"," Thank you very much. Welcome to World Wrestling Entertainment's third-quarter conference call. My name is Michele Goldstein. I am the Vice President of Planning and Investor Relations here at WWE. Joining me today is Linda McMahon, our CEO, and Frank Serpe, Senior Vice President of Finance and acting CFO. We issued our earnings release earlier this morning and will be referencing a presentation as part of our discussion. Both are available on our corporate website at corporate.WWE.com. As always, we will be making several forward-looking statements today as part of our discussion. These statements are based on management's estimates. Actual results will differ due to numerous factors of which they are called out on page one of the presentation. Today we will review our operating highlights, third-quarter results, to be followed by a Q&amp;A session. So to start off by turning to page three of our presentation, we have summarized the third-quarter and year-to-date financial results. Third-quarter revenue of approximately 82 million compared to 79 million in the prior year quarter. EBITDA of 15 million is in line with prior year, and earnings per share from continuing operations of 16 cents compares to 13 cents. So at this time, I would like to turn it over to Linda.","female","meanwhite",94.8575,"WWE","23-Feb-05","Q3"
"linda mcmahon","Linda","linda mcmahon","WWE","CEO"," Thanks, Michele. Good morning, everyone. As Michele just reviewed, overall our results for the third quarter were in line with the prior year results. Our domestic live event attendance, pay-per-view buys and television ratings are even with the prior year, and we are experiencing growth in revenue from international sources and the sale of DVDs. We stated in the past our internal budget for full-year fiscal '05 is EBITDA of 66 million. At this point in the year, we believe a more likely expectation for EBITDA is between 60 and 62 million. As always, our range of expectations includes many significant assumptions or events that have yet to occur. Key assumptions include levels of fourth-quarter pay-per-view buys and home video sales. Pay-per-view buys are assumed to be approximately 2 million for three events of which 1 million are obtained for WrestleMania 21 compared to approximately 2.4 million for four events in the prior year fourth quarter. Home video gross unit sales in the fourth quarter are assumed to be approximately 600,000 for six titles compared to approximately 800,000 for seven titles in the prior year. The decline in unit sales is expected because several titles are being released on an exclusive basis to Wal-Mart and Best Buy. One less new title is released, and last year included the release of WrestleMania 20. The DVD release of WrestleMania 21 will occur in first quarter of fiscal '06. For the full-year fiscal '05, combined DVD and VHS sales are expected to be about 2.1 million units compared to 1.8 million in fiscal '04. In my view, WWE had several emerging channels from which we began to benefit in the third quarter. The first emerging channel is to continue to strategically exploit our brand in the international territories. In the third quarter, international revenue grew 40 percent to 19 percent of our total revenue compared to just 15 percent a year ago. This increase is principally driven by higher sales for license products and increased pay-per-view buys, partly offset by lower Live Event revenue which is simply due to the timing of the event. I'm very encouraged by the increase in licensing revenue, which doubled in the current quarter as compared to the prior year quarter. These results validate our strategy to leverage international touring with television productions in what we refer to as power periods. The second channel is demonetization of our programming library by way of emerging and growing technologies. During the third quarter, we released a video on the history of ECW called the rise and fall of ECW. This DVD has quickly become our second best-selling title ever. Over the next few weeks, I expect to announce distribution agreements for WWE 24/7, our subscription SVOD service that will provide classic footage from the libraries of WWE, WCW, ECW and the AWA. The third channel is the production of feature films starring our superstars. We will have the benefit of exposing our talent to new audiences, as well as bringing a built-in fan base to these movies. We are currently in post production for our first two movies and soon after will be working with our distribution partners to solidify the release date. The Marine is an action adventure moving starring John Cena and will be distributed by 20th Century Fox. Goodnight is the tentative title for the horror film starring Kane and will be distributed by Lion's Gate. We also have two new scripts in development, one which will feature Stone Cold Steve Austin and is entitled The Condemned. This story deals with a cop who is given a second chance when chosen to compete on a deadly reality show. Now let's look at our Live Event business on page five. During fourth quarter '05, we will have 21 international live events. In early February we conducted a three event tour of Japan and Korea. The two events from Saitama Super Arena in Japan were produced for the first time in partnership with Fuji TV. During April we will have a six-event tour in Australia, followed by a 12-event tour in Europe. Our RAW and Smack Down! television shows will be produced from Birmingham, England. These locally produced television shows have served as marketing tent-folds to build local brand awareness and drive increases in our other revenue streams. Although average North America attendance of 4000 is unchanged from the prior year quarter, it does compare favorably to 3800 in the second quarter of '05. On page six, we have displayed the key drivers for the pay-per-view business. We had three pay-per-view events in the quarter which achieved over 1 million buys compared to two in the third quarter of last year with buys of approximately 800,000. New Year's Revolution was a new RAW branded event and has received 275,000 buys to date. Our first pay-per-view event of the fourth quarter, Royal Rumble, is currently estimated at 455,000 buys, which is slightly lower than the initial buys estimate for the prior year event. For the first time, our marquee event, WrestleMania, will be available as a pay-per-view event in the United Kingdom. In the past, it was aired as a television special and we were compensated for it within the television rights fee we received from BSkyB. Page seven provides household ratings information. Third-quarter ratings for both RAW and Smack Down! were unchanged from the prior year quarter. This reverses the slightly negative trend we have been experiencing for the first six months of the fiscal year. We are currently in negotiations with Spike TV and others for our package of programming that is now aired on Spike TV. For the second consecutive year, Armed Forces Entertainment invited WWE to perform for the U.S. troops in Iraq during the Christmas holidays. Over the three-day tour, Smack Down! superstars visited more than 20 military locations. The tour culminated with a performance for the troops near Tikrit, which was televised on UPN. In March we will release a DVD exclusive to Wal-Mart and the Armed Forces retail outlets that showcases the time our superstars spent with the troops over the last two years. We also announced two international distribution agreements in the past quarter. Ten Sports and WWE entered into a five-year arrangement to carry our programming in India and on the subcontinent. The new agreement started on January 1st and includes nine first run hours per week. Ten Sports is available in more than 30 million households via cable and satellite network. Viasat Broadcasting launched the WWE brand throughout Scandinavia for the first time in more than a decade. The Viasat platform has acquired RAW and Smack Down! for broadcasts across Sweden, Denmark and Norway and reaches more than 4 million households in three countries. This television penetration will ultimately open new Live Event end licensing markets. The highlights of our branded merchandise business are on page eight. For the second quarter in a row, we achieved significant growth in our international licensing business. The 100 percent increase in international licensing revenue reflects strategic alignment with our international touring. The key to our ongoing success includes building strong relationships with major retailers such as ADSA in the United Kingdom. ADSA, which is owned by Wal-Mart, will feature WWE on 2.5 million of their private-label cereal boxes over the upcoming year. Since the beginning of the year, we have introduced 18 new licensing arrangements, bringing the total number of agreements covering territories outside of North America up to 42. Over the next 12 months, we expect to add an additional 20 licensees. The videogame category continues to be very strong for us. To date THQ has sold nearly 2.4 million units of our current year releases. In March they will release WrestleMania 21 on the Xbox platform. Home video has only just begun to reap the benefits of releasing new titles from our 75,000 hour programming library. However, this is changing as we are rebuilding our library of titles. In the third quarter, library title sales increased by 18 percent to account for approximately 13 percent of units sold. The year-over-year increase of 30 percent in home video revenue is largely due to the release of the rise and fall of ECW compared to the ultimate Rick Flair DVD in the prior quarter. I am very enthusiastic about our business growth potential. We have spent the last couple of years reshaping our business for international growth, to monetize our extensive library through SVOD, DVD sales, the Internet and through additional digital media expansion and through conservatively budgeting film production. At this point, I want to turn it over to Frank Serpe to review our results for the quarter.","female","meanwhite",92.947,"WWE","23-Feb-05","Q3"
"frank serpe","Frank","frank serpe","WWE","SVP, Finance &amp; acting CFO"," Thank you, Linda, and good morning, everyone. Our revenues for the third quarter were 82.7 million as compared to 79.1 million in the prior year quarter, an increase of approximately 5 percent. The increase reflects the fact that there were three pay-per-views in the current quarter as opposed to only two in the prior year, and as Linda mentioned, the third event, New Year's Revolution, was a new event and it delivered 275,000 buys. Additionally our home video sales continue to grow, performing better than the prior year. Page 10 of our presentation shows the detail of our revenue increases as compared to the prior year. The additional pay-per-view event increased revenues by approximately $4.2 million. Excluding the additional event, pay-per-view buys for the quarter were flat compared to last year. International buys, however, continue to increase as a percentage of total buys, growing from 16 percent last year to 33 percent this year. Given the fact that international buys generate a lower revenue per buy than domestic buys, the change in mix resulted in an approximately $2 million reduction in pay-per-view revenues. In the quarter, we held five more Live Events in North American than we did in the prior year. The average attendance of our North American events was approximately 4000 people, comparable to the prior year and slightly better than our nine-month year-to-date average. The decrease in Live Event revenue is primarily due to the lower number of international events scheduled in the current quarter. This year we had one international event as compared to three in the prior year quarter. Turning to branded merchandise, home video sales continue to be strong. During the quarter, we sold 524,000 units, an increase of 130,000 units or 33 percent over the prior year. The continued monetization of our video library is reflected in the success of the rise and fall of ECW. As Linda mentioned, this title is now our second best-selling DVD title of all-time, selling approximately 166,000 units to date. This is behind only WrestleMania 20 which remains our leader at 185,000 units. Also, as Linda previously mentioned, although our licensing revenues were basically flat year-to-year, there were significant increases on the international front where revenues doubled compared to the prior year quarter. The increases were primarily related to sales of toy, videogame and novelty products. The increases were offset by reduced revenue in domestic book publishing. Our EBITDA for the quarter was 15.4 million as compared to 15.1 in the prior year quarter, an increase of 2 percent. The key factors of this increase are detailed on page 11 of our presentation. The increase is driven by increased pay-per-view and home video revenues, offset in part by increased SG&amp;A expenses. SG&amp;A expenses over the prior year is approximately $2.8 million higher. Most significant increases were in professional fees which reflect cost of Sarbanes-Oxley compliance, legal fees related to international copyright and trademark protection, and increase in advertising and promotion costs. Page 12 shows our normalized EBITDA where we adjust for those items that we believe are unusual in nature. As you can see, there are no such items in the comparison of the third quarter to the prior year quarter. Our profit margins increased in the quarter to 46 percent from 44 percent. As summarized on page 13, the increase reflects higher revenues in several of our higher margin businesses, primarily pay-per-view revenue and home video. One other item of note is the reduction in the effective tax rate for the quarter from 38 percent the year ago quarter to 28 percent this quarter. This rate reduction primarily is the result of a onetime benefit of approximately $1.3 million related to the assignment of our lease for the Company's former entertainment complex, the World in New York City. Turning to free cash flow, our free cash flow for the quarter was approximately 7.6 million versus a negative 3.3 million in the prior year. During the quarter, as Linda alluded to, the Company spent approximately $50 million on the production of two films. As we have stated in the past, we did not expect to recognize any revenues from these projects until late in fiscal 2006 or possibly 2007, depending on the actual release date of the film. Free cash flow for the prior quarter included the acquisition of the Corporate Jet, which we formally were leasing for approximately $20.1 million. This concludes this portion of our call, and I will now turn it back over to Michele.","male","meanwhite",86.855,"WWE","23-Feb-05","Q3"
"michele goldstein","Michele","michele goldstein","WWE","VP, Planning &amp; IR"," Thank you very much. Kevin, we are ready for questions.Questions and Answers","female","meanwhite",94.8575,"WWE","23-Feb-05","Q3"
"operator","Operator","NA NA",NA,NA," (OPERATOR INSTRUCTIONS). Alan Gould (ph), Natexis.",NA,NA,NA,"WWE","23-Feb-05","Q3"
"michele goldstein","Michele","michele goldstein","WWE","VP, Planning &amp; IR"," Do you want to try to go to the next caller, Kevin, and we will come back to Alan?","female","meanwhite",94.8575,"WWE","23-Feb-05","Q3"
"operator","Operator","NA NA",NA,NA," James Clement, Sidoti.",NA,NA,NA,"WWE","23-Feb-05","Q3"
"james clement","James","james clement","Sidoti","Analyst"," Good morning. If I could ask you a couple of questions about your guidance. It looks as if SG&amp;A October quarter and January quarter were up on a year-over-year basis, and looking at your full-year '05 SG&amp;A guidance of I believe it is $86 to $90 million, it looks like that would imply that April quarter's SG&amp;A would actually be down compared to last year. Is there any specific reason for that? Because my assumption was that typically WrestleMania promotional spending, you know the SG&amp;A typically ticks up in the April quarter, so is there something different this year than last year that we need to think about?","male","meanwhite",87.648,"WWE","23-Feb-05","Q3"
"linda mcmahon","Linda","linda mcmahon","WWE","CEO"," Actually, the marketing for WrestleMania will be slightly lower this year compared to the prior year. In total (technical difficulty)-- spending on advertising promotion will be in line with the prior year and basically shifted some dollars to the third quarter in 2005. Besides that, all other costs are pretty much in line with the prior year or slightly down given management's focus on cost structure.","female","meanwhite",92.947,"WWE","23-Feb-05","Q3"
