"name","firstName","firstLast","organization","title","text","gender","likelyRace","likelyRaceProb","ticker","date","quarter"
"operator","Operator","NA NA",NA,NA," Good day. All sites are now online in listen-only mode. At this time it is my pleasure to hand off your conference to your moderator, Wayne Rappaport (ph). Go ahead, please sir.",NA,NA,NA,"WWE","1-Dec-05","Q2"
"wayne rappaport","Wayne","wayne rappaport","World Wrestling EntertainmentInc.","Director Planning &amp; Analysis"," Thank you. Welcome to World Wrestling Entertainment's second-quarter conference call. My name is Wayne Rappaport, Director of Planning and Analysis at WWE. Here with me today is Linda McMahon, our CEO, and Michael Sileck, our CFO. We issued our earnings release earlier this morning, and we will be referencing a presentation as part of our discussion. Both are available on our corporate website at corporate.wwe.com. We will be making several forward-looking statements today as part of our discussion. These statements are based on management's estimates. Actual results will differ due to numerous factors as called out on page 1 in the presentation and in our earnings release. Today we will review our operating highlights and second-quarter results, followed by a Q&amp;A session. At this time, I would like to turn it over to Linda McMahon.","male","meanwhite",90.478,"WWE","1-Dec-05","Q2"
"linda mcmahon","Linda","linda mcmahon","World Wrestling EntertainmentInc.","CEO"," Thank you, Wayne, and good morning, everyone. I am pleased to say that we had a very good quarter. Our financial performance was outstanding; and working in conjunction with our programming partners we successfully launched RAW on USA Network and moved SmackDown to Friday nights on UPN. Monday Night RAW's premier Homecoming show on USA Network achieved a 4.7 rating, making that show the top-rated regularly-scheduled basic cable entertainment telecast for the month of October. Our research also shows that our move and the marketing and promotion surrounding it has brought new fans to the show. RAW's average rating has been up since our move to USA Network and we look forward to continuing that trend. We also successfully transitioned SmackDown to Friday nights. Despite 15 to 20% lower HUT levels -- that is, households using television -- on Friday nights versus Thursday night and several baseball preemptions in significant markets during the transition, we have effectively been able to move nearly 90% of our audience from Thursday to Friday nights and have also firmly established Friday Night SmackDown as the number one program in all of television among teens and males 18 to 34 on its new night. Our pay-per-view business had another terrific quarter with buys continuing to trend upward. Even though we aired one less pay-per-view in the quarter, total buys were up 14% over last year. Revenue was down in live events for the quarter due to the timing of international events. In November we completed a successful 15-event European tour, our largest international tour to date. Over 110,000 fans attended events in the UK, Italy, Germany, Ireland, and Finland. Our domestic events performed well in the second quarter. The positive trend in attendance that began in the fourth quarter of fiscal '05 has continued through the second quarter of fiscal '06 with average domestic attendance up 13% from the prior-year quarter and up 16% for the first six months of the fiscal year. I am also happy to report that tickets for WrestleMania 22, which will be held in Chicago on April 22 of '06, sold out in less than two minutes. More than 15,000 fans from 16 different countries will be attending our premier event. Branded Merchandise had its highest grossing quarter in the last five fiscal years, with revenues increasing almost 70% from the prior-year quarter. Home Video revenue was up over 150% from the prior-year quarter due to strong performance from a great lineup of new releases in the quarter including Tombstone: The History of the Undertaker. Released in the second quarter, this DVD sold over 150,000 units and has been our second-highest selling non-pay-per-view DVD title of all time. Only the Rise and Fall of ECW at 190,000 units have sold more. The popularity of high-margin DVD titles featuring our talents and their stories continues to grow. Two more eagerly anticipated titles have recently been released -- WrestleMania, the Complete Anthology box set, a 21-disk volume covering all 213 WrestleMania matches, which shipped at the end of the second quarter, and The Bret Hart Story: The Best There Is, the Best There Was, and the Best There Ever Will Be, which was released in the middle of November. We are optimistic about the potential of these titles and are certainly encouraged by their early sales figures. We are also very excited about the recent release of the SmackDown vs. RAW 2006 videogame for Sony PlayStation 2. Its release was welcomed by great reviews from various Internet gaming sites, and it topped the charts in sales its first week out in the UK. Orders from our WWE Shop website have more than doubled for the first six months of the year. Additionally, other digital media revenue was up 28% for the quarter, primarily from Web advertising. As a result of our new deal with USA Network, we have just completed our last quarter of selling advertising time on our domestic television shows. We now look forward to concentrating our efforts and driving advertising on our website, which we believe has tremendous growth potential. I expect that we will not only recoup lost television advertising dollars, but over the next three years we will far exceed those dollars in Web advertising. Our 24/7 service continues to expand, securing deals with numerous midsize and smaller distributors. Although it is taking longer than anticipated to close deals with the large distributors, we are confident that we will close these deals shortly. Before I brief you on the outcome of our strategic review, I wanted to provide you with an update on films. We are continuing to work with the studios to lock in release dates for our films and are currently targeting May 19 for the release by Lions Gate of See No Evil, and late summer, probably the end of September, for The Marine by 20th Century Fox. We're also in the process of evaluating and refining scripts for any future film projects, but have not yet started production on any new films. We anticipate beginning production on a project entitled The Condemned in the spring of '06, but do not anticipate starting any other productions in calendar '06 until we see first how See No Evil and The Marine perform at the box office. We are currently in discussions with different parties on various projects, which include made-for-TV movies and will provide further information if we choose to move forward on any of them. A strategic review of the Company was completed by management in the second quarter, and I would like to point out some of the highlights of the review. The Company will continue to focus on its core business and not invest in the short term in any new lines of business. Because the content distribution environment is changing and developing, new opportunities are being created for us to invest in and expand our digital media business, specifically in the Internet and wireless arenas. As this landscape changes, we will change with it. The Branded Merchandise segment was identified as a primary growth area for the Company. As the strong results in the quarter demonstrate, significant opportunities exist for us to increase the performance of this segment, especially internationally. On another note on our film, our film development provides an opportunity for us, and as we have stated in the past we will continue to take a careful, measured approach with respect to our investments in this area. Finally, after reviewing our capital structure, the Company will double its current quarterly dividend from $0.12 to $0.24, taking the total annual dividend from $0.48 to $0.96. At this point, let me turn things over to Mike Sileck, our CFO, and he will give you some more comments.","female","meanwhite",92.947,"WWE","1-Dec-05","Q2"
"michael sileck","Michael","michael sileck","World Wrestling EntertainmentInc.","CFO"," Thank you, Linda. As Linda has mentioned, our results for the second quarter were ahead of plan, with most of our key drivers improving over the prior-year quarter. Our revenues for the quarter were $89 million as compared to 84 million in the prior year, an increase of approximately 6%, while operating income was 19 million versus 4 million last year. This quarter's results really demonstrate the incredible leverage within the business model. The increase in operating income is due to increased revenues in the high margin Home Video and Licensing businesses, and an increase in the pay-per-view profit margin which generated the same revenue in the quarter versus last year, despite producing one less event. Also included in operating income is approximately $3 million from positive legal settlements. Page 5 of our presentation lists revenues by business unit as compared to the prior year. Revenues from live events decreased 7 million due primarily to the timing of our international tours. The year-ago quarter included 15 international events as compared to only two in the current quarter. Our full-year plan currently anticipates approximately 53 to 56 international events, or four to six more than last year. Our North American events continue to outperform the prior year, with an average attendance of 4,300 in the quarter as compared to 3,800 last year, a 13% increase. We intend to finish the year with between 245 and 255 North American events. Pay-per-view revenues for the quarter were essentially flat to last year. However, we generated 1.3 million buys with three events this quarter, compared to 1.1 million buys with four events last year. Taboo Tuesday, which aired in the second quarter last year, fell into the third quarter this year. Buys for the three pay-per-view events that aired in both quarters were up 19% over the year-ago quarter. Of the eight pay-per-view events held in the first six months of fiscal 2006, five have exceeded the buys recorded in fiscal 2005. In particular, SummerSlam and Vengeance have each achieved their highest level of buy since fiscal 2002. I want to point out that our average revenue per buy is lower this year, as a greater percentage of our buys are coming from international sources, which command lower prices per event. International buys currently comprise 34% of total buys, as compared to 23% in the prior year. Specifically, the growth is driven by the UK, Italian, and Australian markets. Television rights fees increased 2 million over last year, due primarily to increased fees from India, Japan, South Korea, and Italy. The increase in TV advertising reflects the fact that under our new deal with USA Network, which became effective in early October, we no longer sell advertising time in our RAW show. This is now similar to our UPN contract; and as a result, we no longer sell advertising time in any of our domestic TV shows. We will, however, continue to sell a variety of sponsorship products, including sponsorships of our pay-per-view events. Our Branded Merchandise segment continues to deliver impressive results with revenue increasing 69% compared to the year-ago quarter. These results are driven in large part by our Home Video business, which experienced a 162% increase in revenues. This reflects an increase of approximately 169,000 units sold over last year, due to the strong performance of titles such as Tombstone: The History of the Undertaker, which sold 155 units, and the The Self Destruction of the Ultimate Warrior, which sold 118,000 units. Additionally, at the end of the quarter we leased our WrestleMania: The Complete Anthology box set. Also, an increase in the number of multidisc titles released in the quarter, included the Anthology box set, resulted in an increase in our average sales price of $5.00 per unit as compared to the prior year. Revenues from the sale of our merchandise increased by 1 million or 28% to 5 million. The bulk of this increase relates to WWE Shop, our merchandise website, where orders processed increased by 145% in the current quarter. Our profit contribution margin for the quarter was 47% compared to 37% in the prior year. This improvement reflects increases in our pay-per-view, Home Video, and Licensing businesses. It is noteworthy that a 6% increase in revenue converts to a 35% increase in profit contribution, further demonstrating the inherent leverage in the business model. SG&amp;A expenses were 19 million in the current quarter, a decrease of 4 million from last year. The decrease is due primarily to a $3 million in favorable legal settlements and reductions in building maintenance costs. These reductions were somewhat offset by an increase in accrued incentive compensation, which is tied to the Company's performance. EBITDA for the quarter was 22 million, versus 7 million in the prior year, an increase of over 200%. Page 11 of our presentation provides the details of this increase. As is our practice, page 12 shows a normalized EBITDA adjusting for those items we consider to be unusual. There is only one such item in this quarter, that being the favorable legal settlement. Page 14 of the presentation contains our balance sheet. On October 28, we held 278 million in cash and short-term investments, up from 258 million at fiscal year-end. The Company continues to have virtually no debt. We have recorded 33 million in feature film production assets for the two films currently in postproduction. These assets will be amortized on a pro rata basis as revenues are recognized, in accordance with Generally Accepted Accounting Principles. As we have stated in past calls, we did not anticipate seeing any revenues from these projects until fiscal 2007. For the quarter, we generated $15 million of free cash flow as compared to a negative flow of 6 million in the year-ago quarter. During the quarter, we spent 3 million on the production of our two feature films as compared to 7 million in the prior year. Also in the quarter, we acquired a parcel of land adjacent to our TV production facility for $5 million. The Company's outlook for fiscal 2006 is shown on page 15 of our presentation. Given our year-to-date results, we have increased anticipated total revenues to a range of 370 to $385 million. EBITDA is currently anticipated to be between 60 and 65 million; income from continuing operations between 35 and 40 million; and fully diluted earnings per share from continuing operations of from $0.50 to $0.55. We have assumed in our full-year forecast that the elimination of ad sales from our RAW TV program will result in approximately 19 million in lower revenues and approximately 12 million in lower profit contribution relative to last year's Q3 and Q4. We are assuming modest growth in our other businesses and intend to invest several million dollars in Internet initiatives. It should also be noted that the Company has traditionally been conservative in its forecasts, given the hit-driven nature of our business. We promised the investment community on our last conference call that we are in the midst of a strategic and capital structure review and would report back on the findings on this conference call. Linda has outlined the significant points of our strategic direction. The quarterly dividend increase to $0.24 from $0.12 is the result of our capital structure review. We want to be clear that after extensive discussion, research, and debate, the Company believes the dividend increase at this time is the best solution for our shareholders. We did give due consideration to alternatives including a special dividend or a stock buyback; however, we concluded that our long-term shareholders were best served by an increase to our ongoing dividend payment. We anticipate funding the increased dividend from current and future earnings. It is our goal to grow earnings to a level that will fully support the higher dividend payment. In any event, the increased dividend will necessitate the Company to fund new initiatives such as our film projects out of cash reserves at least in the short term. We do believe that a disciplined resource allocation process is healthy for the Company and will hopefully create more value for our shareholders. That concludes this portion of the call and I will now turn it back to Wayne.","male","meanwhite",94.363,"WWE","1-Dec-05","Q2"
"wayne rappaport","Wayne","wayne rappaport","World Wrestling EntertainmentInc.","Director Planning &amp; Analysis"," Thanks Mike. I would like to open the call to questions.Questions and Answers","male","meanwhite",90.478,"WWE","1-Dec-05","Q2"
"operator","Operator","NA NA",NA,NA," (OPERATOR INSTRUCTIONS) Michael Kelman with Susquehanna Financial.",NA,NA,NA,"WWE","1-Dec-05","Q2"
"michael kelman","Michael","michael kelman","Susquehanna Financial Group","Analyst"," The Home Video results were very strong this quarter. I am just trying to understand if this level of revenue is sustainable through the back half of the year. So specifically, can you talk about some of the upcoming titles that are coming out? And also if they should also help carry a higher pricing point throughout the year, or should we see that ARPU start to trend back down to historical levels?","male","meanwhite",94.363,"WWE","1-Dec-05","Q2"
"linda mcmahon","Linda","linda mcmahon","World Wrestling EntertainmentInc.","CEO"," I think the pricing is pretty consistent throughout the balance of the year. We are looking to release the same kind of new titles that you have seen now, with The Undertaker. The Bret Hart was the one that I had indicated before. I don't have the list of the upcoming releases in front of me, but they do key on our talent, sometimes on controversial things that happened with our talent. It shows the depth, again, or our library and utilization of that library that we have not heretofore done. So again, a focus with our pay-per-view releases as well as the top stars. And we do expect to be able to continue the strength of our video sales.","female","meanwhite",92.947,"WWE","1-Dec-05","Q2"
"michael kelman","Michael","michael kelman","Susquehanna Financial Group","Analyst"," Okay, great. I just had one follow-up question on the live events. Obviously, live events revenue was negatively impacted this quarter by the mix of domestic versus international. Should we actually see that trend reverse in the next quarter? Because I think in last year's third quarter there was only one event held initially, and this year you expect to have more. And also I guess in the fourth order, would that be the same thing?","male","meanwhite",94.363,"WWE","1-Dec-05","Q2"
"michael sileck","Michael","michael sileck","World Wrestling EntertainmentInc.","CFO"," Yes, for the upcoming -- we have just actually completed our European tour in the month of November. Last year, that tour actually happened in October. So yes, to your point, we will show in the third fiscal quarter an increase in international events. So I think that will sort of smooth out the results from that standpoint. Then we also have a European tour scheduled for the April quarter as well.","male","meanwhite",94.363,"WWE","1-Dec-05","Q2"
