"name","firstName","firstLast","organization","title","text","gender","likelyRace","likelyRaceProb","ticker","date","quarter"
"operator","Operator","NA NA",NA,NA," Good day, ladies and gentlemen, and welcome to today's World Wrestling Entertainment Conference call. (OPERATOR INSTRUCTIONS.) It is now my pleasure to turn the call over to Mr. Michael Weitz, Vice President of Investor Relations with World Wrestling Entertainment. Please go ahead, sir.",NA,NA,NA,"WWE","3-May-07","Q1"
"michael weitz","Michael","michael weitz","World Wrestling Entertainment Inc.","VP of IR"," Thank you, and good morning, everyone. Welcome to World Wrestling Entertainment's first quarter 2007 earnings conference call. Joining me for today's discussion are Linda McMahon, our CEO; and Michael Sileck, our COO; and Frank Serpe, our CFO. We issued our earnings release earlier this morning and will be referencing a presentation as part of our discussion. These are available on our corporate website at corporate.wwe.com. We will be making several forward-looking statements today as part of our discussion. These statements are based on management's estimates. Actual results may differ due to numerous factors, which are referenced on page one of the presentation and in our earnings release. Today, we will review our financial results for the first quarter and will follow this review with a Q&amp;A session. As a reminder, we have changed our fiscal year to a calendar basis. As such, the discussion of first quarter 2007 and 2006 results refers in both years to the three months period ending March 31st. At this time, I would like to turn the call over to Linda.","male","meanwhite",94.363,"WWE","3-May-07","Q1"
"linda mcmahon","Linda","linda mcmahon","World Wrestling Entertainment Inc.","CEO"," Thanks, Michael. Good morning, everyone. Thanks for joining us today. We had a strong first quarter, which provides a favorable start to the year. Over the past few quarters we have intensified our focus on creating content with broad appeal. This focus reflects our belief that developing great content and distributing it across a multitude of platforms is the primary driver of our business. As we have sustained growth in almost every key measure of consumer demand, we believe these efforts are working. The success of our WrestleMania PAY-PER-VIEW is a testament to the creative drive of the Company and demonstrates our ability to execute our content strategy. Preliminary reports from our cable and satellite partners suggest that WrestleMania generated approximately 1.2 million buys, representing an increase of about 15% over the average WrestleMania buys for the past three years. As demand builds across our businesses, we are also increasing our focus on execution. For example, management has placed a high priority on improving the performance of our PAY-PER-VIEW business. We recognize that, aside from WrestleMania, our PAY-PER-VIEW buys have not kept pace with the growth in our other product offerings. We attribute this to several factors, including a tighter scheduling of events, price increase, and the growth of alternative forms of entertainment. As part of our response to these challenges, we are being more vigilant in selecting the talent and story elements that generate increased interest among our fans. In a moment, Mike will discuss some of the other measures we are taking. Consistent with our focus on execution, we are also thinking creatively about the ways in which we sell our content. We are expanding our partnerships, such as our new agreement with AT&amp;T Mobile, and broadening our business horizons. In short, we are working hard to leverage our momentum and to drive growth over the long term. Regarding our films initiative, we released our first feature film, The Condemned, just last Friday. To date, the film has generated approximately $4.4 million in domestic box office receipts, which is below our aspirations for the film. Of course, these early results reflect less than one week of theatrical performances. Accordingly, we will continue to update our financial projections as new data becomes available. I will now turn the call over to Mike Sileck who will update you on other strategic initiatives.","female","meanwhite",92.947,"WWE","3-May-07","Q1"
"mike sileck","Mike","mike sileck","World Wrestling Entertainment Inc.","COO"," Well, thank you, Linda, and good morning, everyone. I'd like to start by sharing my perspective on our Company's progress. We delivered solid results in the quarter, which positioned us well to meet our full-year financial objective. We posted a strong 13% increase in both revenue and gross profit, which was led by the robust growth of our licensing business. Here, our success is a direct reflection of the power of our characters and their popularity with consumers worldwide. As Linda mentioned, most of our fundamental operating metrics continued to improve during the quarter. Average attendance at our North American live events grew 15% on a year-over-year basis. Gross DVD shipments increased 59%, and online traffic, as measured by unique visitors to our wwe.com website grew 25%. We believe these metrics are key indicators of the overall positive trends continuing across our businesses. In addition to sustaining our momentum, we made important progress on our digital media initiative. Specifically, we increased our ecommerce revenue, widened our distribution of mobile content, and continued to strengthen our foundation for online advertising sales. In our ecommerce business, WWEShop, we continue to improve our sales operation. During the quarter we strengthened our buy rates by about 20% as traffic to the WWEShop website increased by 35%. Our continuing success in monetizing the website's high level of traffic reflects our careful management of targeted online promotion. These promotions are actively monitored and modified to optimize sales. As a result, ecommerce revenue in the quarter grew by 54% on a year-over-year basis. As our ecommerce grew during the quarter, we strengthened the foundation of our wireless or mobile platform. In March, we completed an important distribution agreement with AT&amp;T Mobile. Under this deal, we will make ring tones, graphics and video content available to AT&amp;T's domestic cellular phone customers. With 60 million subscribers in the U.S., the new partnership establishes a sizeable customer base for our mobile products. Regarding our online advertising business, we have continued to increase our sales force, opening a sales office in Chicago and expanding our direct sales staff in New York and Los Angeles. Over the past few months, this new organization has made strides in selling unique and supported content. As a result, we have been able to attract new advertisers, such as Colgate, and have begun building a sales pipeline. As I said on our last earnings call, we are working hard to realize the value of our digital media businesses. Overall, I believe our ability to execute has improved and will continue to strengthen over the coming quarters. To address the operational challenges in our PAY-PER-VIEW business, which Linda described, we recently announced that all of our future PAY-PER-VIEW events will be tri-branded. This means that our PAY-PER-VIEW events will feature talent from all of our brands, RAW, SmackDown and ECW, rather than from just one brand. This change in strategy reflects what we have seen over the past two years; namely, that our PAY-PER-VIEW have higher buy rates when more than one WWE brand is involved. In addition, we have decided to remove the December ECW PAY-PER-VIEW event titled December to Dismember from our 2007 schedule. The change is intended to address the tight scheduling of events as we believe the occurrence of five events within three months is simply too much. Overall, we remain excited about the positive momentum and growth opportunities across our business. Our comprehensive strategy review is underway and we are done -- when we are done refining our global vision, we'll share our sustainable multi-year growth rates with you. At this point, I will turn it over to Frank Serpe to review our financial performance for the quarter. Frank?","male","meanwhite",81.55,"WWE","3-May-07","Q1"
"frank serpe","Frank","frank serpe","World Wrestling Entertainment Inc.","CFO"," Thank you, Mike, and good morning, everyone. Our revenue for the quarter of $107 million, which represents a solid 13% increase over last year, was led by a strong performance of our licensing business. Our top line growth also reflected increases from our live events, ecommerce, television distribution, home video, and WWE 24/7 businesses. This growth was somewhat mitigated by increases in our production costs for both television and other media. Page five our presentation lists revenue and contribution by business unit as compared to the prior year. Revenues from our live events, including merchandise sold at these events, increased by $2 million or 9%, led by an increase in the average attendance at our North America events, which improved by 15% year-over-year to 6,900 fans per event. The current quarter included 8 events in international territories, as compared to 11 events in the first quarter of last year. The current period events were all staged in emerging markets for the Company, including New Zealand, Guatemala and Mexico. These events had fixed guaranteed revenue. The prior year had a comparable level of event in emerging markets, but also included events in more established markets of Australia and Japan. Overall profit contribution for live events increased by $1.3 million, or 22% over last year. Turning to our PAY-PER-VIEW business, revenue for the quarter declined 8% from the first quarter of last year. Revenue reflected a 14% domestic price increase of $5 per event. That was more than offset by the decrease in buys. Buys for the three events in the quarter declined 12% from the prior year. As Mike mentioned, the Company is focused on addressing operational challenges in this business. In our consumer product segments, our licensing business delivered an impressive 55%, or $77.3 million in revenue. This significant revenue growth reflected higher sales for our video game and toy products. Unit sales for our SmackDown vs. Raw 2007 video game title increased by 46% to nearly 4 million units for the first quarter. Sales benefited from the launch of this game on the Xbox 360 platform. The quarter also reflected strong sales of our toy products which, led by the domestic sales of our action figures account for approximately 25% of the year-over-year growth in licensing revenue. On video revenue, it increased 8% to over $13 million, reflecting the shipment of 1.1 million DVD units in the quarter; nearly 60% above the prior year period. Sales of titles from our catalog increased approximately 185,000 units to total 450,000 units for the quarter. Approximately half of the revenue growth in home video came from international licensing agreements, particularly revenue from Germany and Japan. During the period, home video's profit margin was impacted by higher production expenses and sell-through rates that were somewhat lower than last year's unusually high levels. Our digital media section, comprised of online advertising, ecommerce and wireless businesses, delivered revenue growth of approximately 43% compared to the year-ago period. Revenues from the sale of merchandise on our internet-based storefront, WWEShop, increased about $1.4 million or 54% compared to the prior year. This mirrors a 64% increase in the number of orders processed to 82,000 in the current year. Revenue from other digital media businesses increased 30% to $3 million, reflecting growth primarily from our wireless business. Our online advertising revenue was essentially flat to the prior year. For the quarter, we averaged 17.5 million unique visitors, and 43 million video streams per month as compared to 14 million unique visitors and 54 million video streams per month in the first quarter of last year. Also included in Other on page five of our presentation is our WWE 24/7 Video on Demand business, which increased in revenue to approximately $1 million as compared to $300,000 in the prior year. The increase is attributable to subscriber growth, primarily at Comcast, as well as the recent launch of the service with Cablevision and Chart. WWE 24/7 is now available in over 75% of the VOD-enabled domestic cable homes. Our profit contribution margin for the quarter was 36%, on a par with the margin in the first quarter of last year. Operating income increased 44% to $20.6 million, reflecting a 32% increase in gross profit and essentially flat SG&amp;A expenses. As a result of the Company's operating -- as a result, the Company's operating margin increased 19% from 15%, demonstrating the operating leverage inside the Company. Page 14 of our presentation compares year-over-year results and provides a summary of changes by business. It should be noted that our effective tax rate decreased from last year. This decrease reflects greater tax exempt income that resulted in the lower 35% effective tax rate as compared to 45% in the prior year. The prior year also reflected reserves for state and local tax examination. In the future, we anticipate an effective tax rate of approximately 35%. Page 15 of our presentation contains our balance sheet, which remains strong. On March 31st, we held $255 million in cash and short-term investments, with virtually no debt. To date, we have recorded $54 million in future film production assets. And as we have stated in past calls, these assets will be amortized in accordance with generally accepted accounting principles on a pro-rata basis as revenues are recognized. As a reminder, we do not anticipate realizing any revenues from our feature films until the latter half of this year. For the quarter we generated free cash flow of $23 million as compared to $15 million in the prior year. The primary -- the increase primarily reflects the improvement in our operating results, as well as favorable changes in working capital and tax positions. As mentioned in our last call, the Company has targeted 2007 EBITDA growth of approximately 12%, with a payout of management bonuses. This increase assumes continuing investments to support our strategic initiatives. That concludes that portion of our call, and I will now turn it back to Michael.","male","meanwhite",86.855,"WWE","3-May-07","Q1"
"michael weitz","Michael","michael weitz","World Wrestling Entertainment Inc.","VP of IR"," Thanks, Frank. To insist our investors with the change in the Company's fiscal year, we have posted various information as a reference on our website. Both the summary of our historical financial results, as well as our expanded monthly operating metrics can be found at our corporate website, corporate.wwe.com. Operator, we're ready now. Please open the line for questions.Questions and Answers","male","meanwhite",94.363,"WWE","3-May-07","Q1"
"operator","Operator","NA NA",NA,NA," Thank you. (OPERATOR INSTRUCTIONS.) Michael Kelman of Susquehanna Financial Group.",NA,NA,NA,"WWE","3-May-07","Q1"
"michael kelman","Michael","michael kelman","Susquehanna Financial Group","Analyst"," Thanks. I have two questions. First one's on margins and the second's on the film division. First with margins, it looks like Pay-Per-View margins actually ran a little bit higher this quarter, despite the fact that the buy rates were down a little bit. And second, with the TV rights fees, they look like -- they seem to run a little bit lower and I wanted to see if that's reflective of any potential investment in upgrading to HD, or should we start to see that in the CapEx line at some point? And then the second question will be on the film division. I wanted to see if there's any other pictures or projects that you have in the pipeline now that you've complete -- that you've now theatrically released all three of your films that were in the can? And then maybe you could talk a little bit about the revenue recognition, particularly since you're through the -- at least part of the home video window of the first two films.","male","meanwhite",94.363,"WWE","3-May-07","Q1"
"frank serpe","Frank","frank serpe","World Wrestling Entertainment Inc.","CFO"," First with the margin, I'll take that one. As far as the margin on Pay-Per-Views are concerned, the primary reason for that slight increase is we actually spent slightly less this year on advertising and promoting those events. That's the major reason for the change in the margin. The second -- I apologize. I didn't catch the second part of that question?","male","meanwhite",86.855,"WWE","3-May-07","Q1"
"michael kelman","Michael","michael kelman","Susquehanna Financial Group","Analyst"," It was with regards to TV rights fees. It looks like the margins there are running a little bit on the lower side. And I wanted to see if that is reflective of any investment in upgrading to HD?","male","meanwhite",94.363,"WWE","3-May-07","Q1"
